name,picture,position,overall,pace,acceleration,sprintSpeed,shooting,positioning,finishing,shotPower,longShot,volleys,penalties,passing,vision,crossing,freeKickAccuracy,shortPassing,longPassing,curve,dribbling,agility,balance,reaction,ballControl,subDribbling,composure,defending,interceptions,headingAccuracy,defAwareness,standingTackle,slidingTackle,physicality,jumping,stamina,strength,aggression,cardPicture,nation,nationFlag,club,clubLogo,league,foot,age,height,weight,attWorkRate,defWorkRate,playStyle,playStyleIcon,fifaVersion,diving,handling,kicking,reflexes
Thomas Müller,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p189596.png.adapt.50w.png,CAM,84,59,63,56,82,94,84,78,79,84,70,83,87,85,59,85,79,81,79,67,70,93,84,77,84,55,58,79,47,57,46,69,76,80,66,62,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/189596.png.adapt.265w.png,Germany,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,FC Bayern München,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,Bundesliga,Right,34,"185CM / 6'1""FT",76KG / 168LBS,High,High,,,Fifa24,,,,
Adrien Rabiot,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p210008.png.adapt.50w.png,CM,84,78,76,79,76,82,72,86,78,72,69,80,83,73,59,85,84,71,80,69,69,84,85,80,82,82,82,79,80,84,80,84,88,89,83,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/210008.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,Juventus,https://images.ctfassets.net/rs6bgs1g8dbr/3jjwlP6IBW69e2mRSjbfI4/9d964a7bf2960d6b91099da7b9608a25/45.png,Serie A TIM,Left,29,"191CM / 6'3""FT",80KG / 176LBS,Medium,Medium,,,Fifa24,,,,
Koke,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p193747.png.adapt.50w.png,CDM,84,69,70,68,72,76,69,82,75,57,67,85,85,85,77,86,83,84,79,70,81,85,83,77,84,79,82,61,80,83,71,78,74,85,75,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/193747.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Atlético de Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,LALIGA EA SPORTS,Right,32,"176CM / 5'9""FT",75KG / 165LBS,Medium,Medium,,,Fifa24,,,,
Luis Alberto,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p198706.png.adapt.50w.png,CM,84,69,72,67,77,76,75,82,80,76,56,85,91,69,79,90,88,86,84,77,83,79,90,83,80,62,64,49,63,66,59,58,65,68,64,29,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/198706.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Latium,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,Serie A TIM,Right,31,"183CM / 6'0""FT",74KG / 163LBS,Medium,Medium,,,Fifa24,,,,
Leroy Sané,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p222492.png.adapt.50w.png,RM,84,91,88,93,81,81,80,86,80,84,65,80,79,81,83,82,70,84,85,87,81,83,85,86,82,38,34,72,36,32,35,68,82,70,66,65,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/222492.png.adapt.265w.png,Germany,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,FC Bayern München,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,Bundesliga,Left,28,"183CM / 6'0""FT",80KG / 176LBS,Medium,Medium,,,Fifa24,,,,
Bremer,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p239580.png.adapt.50w.png,CB,84,80,77,83,50,58,49,68,39,38,43,56,45,46,24,69,69,42,65,65,67,79,65,62,78,85,84,85,84,87,83,83,92,76,85,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/239580.png.adapt.265w.png,Brazil,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Juventus,https://images.ctfassets.net/rs6bgs1g8dbr/3jjwlP6IBW69e2mRSjbfI4/9d964a7bf2960d6b91099da7b9608a25/45.png,Serie A TIM,Right,27,"188CM / 6'2""FT",82KG / 181LBS,Medium,High,,,Fifa24,,,,
Milan Škriniar,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p232363.png.adapt.50w.png,CB,84,78,74,81,41,30,42,50,30,40,56,57,46,40,30,72,73,34,67,54,56,84,70,64,87,86,84,78,88,90,81,83,88,80,87,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/232363.png.adapt.265w.png,Slovakia,https://images.ctfassets.net/rs6bgs1g8dbr/2rtg33fAnT1KbKCUHlkb5w/07e8ba36c7e290d8b4d68e797d35c614/f_43.png,Paris SG,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,Ligue 1 Uber Eats,Right,29,"187CM / 6'2""FT",80KG / 176LBS,Low,High,,,Fifa24,,,,
Chris Smalling,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p189881.png.adapt.50w.png,CB,84,62,52,71,47,51,54,42,35,49,52,58,56,52,22,65,64,49,62,54,43,87,65,59,88,87,84,86,88,89,85,82,83,75,85,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/189881.png.adapt.265w.png,England,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,Roma FC,https://images.ctfassets.net/rs6bgs1g8dbr/6fghPzAMps83NDeTwdPRkw/be386fcf63186c7a7a9733e4bda73e67/114912.png,Serie A TIM,Right,34,"194CM / 6'4""FT",81KG / 179LBS,Medium,High,,,Fifa24,,,,
Niklas Süle,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p212190.png.adapt.50w.png,CB,84,73,60,83,51,42,36,78,62,59,32,68,66,48,38,81,82,43,62,34,44,82,69,60,84,85,81,81,85,87,87,85,81,64,95,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/212190.png.adapt.265w.png,Germany,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Borussia Dortmund,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,Bundesliga,Right,28,"195CM / 6'5""FT",99KG / 218LBS,Medium,Medium,,,Fifa24,,,,
Aurélien Tchouaméni,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241637.png.adapt.50w.png,CDM,84,73,74,72,69,74,65,78,75,50,55,79,82,68,53,85,84,76,78,72,70,83,81,78,83,81,84,74,81,82,79,81,84,83,81,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/241637.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,Real Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,LALIGA EA SPORTS,Right,24,"187CM / 6'2""FT",81KG / 179LBS,Medium,High,,,Fifa24,,,,
Fikayo Tomori,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p232756.png.adapt.50w.png,CB,84,86,80,90,40,37,33,56,45,32,27,59,48,53,40,73,63,38,66,74,71,84,66,61,81,86,85,83,86,90,82,82,92,74,84,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/232756.png.adapt.265w.png,England,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,Milan,https://images.ctfassets.net/rs6bgs1g8dbr/7nRlsjHakEJMpKZxrLkdF0/da5ac4e7fe717599c433e647c7f5500e/47.png,Serie A TIM,Right,26,"185CM / 6'1""FT",79KG / 174LBS,Medium,High,,,Fifa24,,,,
Kyle Walker,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p188377.png.adapt.50w.png,RB,84,90,85,94,63,68,51,86,69,57,63,77,69,77,71,81,81,76,78,66,69,85,81,79,75,79,78,72,75,85,83,81,87,81,80,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/188377.png.adapt.265w.png,England,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,Manchester City,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,Premier League,Right,34,"183CM / 6'0""FT",83KG / 183LBS,High,High,,,Fifa24,,,,
Francesco Acerbi,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p199845.png.adapt.50w.png,CB,83,60,61,59,50,20,37,75,60,39,61,64,65,34,56,75,79,58,64,32,33,85,71,65,86,86,85,84,87,87,83,80,86,68,85,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/199845.png.adapt.265w.png,Italy,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Inter,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,Serie A TIM,Left,36,"192CM / 6'4""FT",88KG / 194LBS,Medium,High,,,Fifa24,,,,
Jordi Alba,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p189332.png.adapt.50w.png,LB,83,84,86,83,70,83,73,64,66,75,59,82,78,84,63,85,81,82,81,88,84,79,82,79,80,76,80,70,72,78,78,70,78,83,61,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/189332.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Inter Miami CF,https://images.ctfassets.net/rs6bgs1g8dbr/2nGfUPDFsqlwy414FHqI0z/6c8c6d524d4d550b758beb8767b7967c/112893.png,MLS,Left,35,"170CM / 5'7""FT",68KG / 150LBS,High,Medium,,,Fifa24,,,,
Marco Asensio,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p220834.png.adapt.50w.png,RW,83,81,83,80,81,80,77,88,87,79,62,81,80,81,76,81,82,84,83,80,76,78,87,83,82,43,45,57,40,42,39,63,73,75,63,45,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/220834.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Paris SG,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,Ligue 1 Uber Eats,Left,28,"182CM / 6'0""FT",76KG / 168LBS,High,Medium,,,Fifa24,,,,
Wissam Ben Yedder,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p199451.png.adapt.50w.png,ST,83,80,81,80,84,88,87,84,74,85,85,78,80,74,76,83,66,82,87,91,91,83,87,86,85,39,44,74,34,33,26,68,81,72,68,62,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/199451.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,AS Monaco,https://images.ctfassets.net/rs6bgs1g8dbr/2XDMwah1hpyPBClSwuYx3o/54eb0e0d6f1ddfc4ca4e8301be70e283/69.png,Ligue 1 Uber Eats,Right,33,"170CM / 5'7""FT",68KG / 150LBS,High,Low,,,Fifa24,,,,
Sven Botman,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p251809.png.adapt.50w.png,CB,83,65,53,75,37,45,24,65,37,27,37,63,59,43,28,79,76,47,66,57,34,83,74,63,77,84,82,81,85,84,84,84,84,70,90,86,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/251809.png.adapt.265w.png,Holland,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Newcastle Utd,https://images.ctfassets.net/rs6bgs1g8dbr/3owxOhrktlKmPKAGZw3bxu/8878cf46de2cf24e1b4bfcfb2c4b695a/13.png,Premier League,Left,24,"193CM / 6'4""FT",81KG / 179LBS,Medium,High,,,Fifa24,,,,
Marcelo Brozović,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216352.png.adapt.50w.png,CDM,83,66,68,65,74,65,69,80,84,65,69,81,82,73,74,84,83,79,80,79,84,77,83,78,82,80,83,70,78,84,82,78,73,93,68,86,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/216352.png.adapt.265w.png,Croatia,https://images.ctfassets.net/rs6bgs1g8dbr/14fF2K15SAGhgRD8gv1hCs/4115961b1636a5aacb8b8ff0057e0688/f_10.png,Al Nassr,https://images.ctfassets.net/rs6bgs1g8dbr/6pdPIXvFbvouaHUFBuw4dR/78a10831c91e580f42f78105f49c0e19/112139.png,ROSHN Saudi League,Right,31,"181CM / 5'11""FT",72KG / 159LBS,Medium,Medium,,,Fifa24,,,,
Sergio Busquets,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p189511.png.adapt.50w.png,CDM,83,37,35,38,62,76,67,61,54,50,60,79,82,62,68,87,85,66,79,66,50,80,85,80,89,81,83,68,83,83,79,73,64,75,71,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/189511.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Inter Miami CF,https://images.ctfassets.net/rs6bgs1g8dbr/2nGfUPDFsqlwy414FHqI0z/6c8c6d524d4d550b758beb8767b7967c/112893.png,MLS,Right,36,"189CM / 6'2""FT",76KG / 168LBS,Medium,Medium,,,Fifa24,,,,
Emre Can,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208333.png.adapt.50w.png,CDM,83,79,67,88,78,72,74,85,80,73,79,77,75,64,64,85,80,77,79,70,74,83,79,81,83,82,80,81,80,86,80,87,87,84,86,92,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/208333.png.adapt.265w.png,Germany,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Borussia Dortmund,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,Bundesliga,Right,30,"186CM / 6'1""FT",86KG / 190LBS,Medium,High,,,Fifa24,,,,
Andreas Christensen,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p213661.png.adapt.50w.png,CB,83,67,57,76,32,32,36,37,20,25,36,68,62,51,39,83,79,41,71,61,61,84,79,67,79,85,86,80,86,86,84,76,80,73,78,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/213661.png.adapt.250w.png,Denmark,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,FC Barcelona,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,LALIGA EA SPORTS,Right,28,"187CM / 6'2""FT",82KG / 181LBS,Low,Medium,,,Fifa24,,,,
Sergi Darder,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p202648.png.adapt.50w.png,CM,83,81,80,82,76,78,74,83,78,74,60,82,84,75,65,86,85,83,83,82,75,80,84,84,85,74,76,60,75,76,75,77,78,84,75,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/202648.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,RCD Mallorca,https://images.ctfassets.net/rs6bgs1g8dbr/3iKDZ5vUortBKwYuGxd2HF/d89a3e67e68d56b1c8379610342b80b0/453.png,LALIGA EA SPORTS,Right,30,"180CM / 5'11""FT",71KG / 157LBS,Medium,Medium,,,Fifa24,,,,
Alphonso Davies,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p234396.png.adapt.50w.png,LB,83,95,96,95,66,77,64,74,63,59,58,78,77,85,44,82,71,72,84,86,83,84,84,85,78,74,78,70,71,74,74,77,86,81,75,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/234396.png.adapt.265w.png,Canada,https://images.ctfassets.net/rs6bgs1g8dbr/47dRsBymvMr3YATwWSnlhV/672e421a8434492fca2ee84bd02f570e/f_70.png,FC Bayern München,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,Bundesliga,Left,23,"185CM / 6'1""FT",77KG / 170LBS,High,Low,,,Fifa24,,,,
Ángel Di María,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p183898.png.adapt.50w.png,CF,83,78,80,76,78,80,74,80,86,78,73,86,89,85,88,87,81,92,89,91,75,81,91,90,89,48,42,53,41,55,52,67,69,73,61,72,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/183898.png.adapt.265w.png,Argentina,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,SL Benfica,https://images.ctfassets.net/rs6bgs1g8dbr/PLk7I5YqBX2O2VngWJUOz/915e5fe317e27cb4765db8ba8eaae5fd/234.png,Liga Portugal,Left,36,"180CM / 5'11""FT",69KG / 152LBS,High,Medium,,,Fifa24,,,,
Edin Džeko,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p180930.png.adapt.50w.png,ST,83,59,55,62,84,86,87,86,77,83,67,72,74,63,54,77,75,65,77,62,55,84,84,77,87,45,50,87,54,28,16,76,79,67,86,61,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/180930.png.adapt.265w.png,Bosnia and Herzegovina,https://images.ctfassets.net/rs6bgs1g8dbr/3gvnORXC14d0welQLjKXVK/c0852cbe78019e337d1ffacca1ebeced/f_8.png,Fenerbahçe,https://images.ctfassets.net/rs6bgs1g8dbr/76uLsEAnDbWmVAZMtHUOoV/6311bc7f884ffadc513ec1c6929b05c6/326.png,Trendyol Süper Lig,Right,38,"193CM / 6'4""FT",80KG / 176LBS,High,Medium,,,Fifa24,,,,
Christian Eriksen,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p190460.png.adapt.50w.png,CM,83,59,62,57,77,75,72,84,84,80,72,89,90,88,87,90,90,89,81,68,72,81,90,77,88,51,52,52,55,57,22,53,57,74,50,35,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/190460.png.adapt.265w.png,Denmark,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Manchester Utd,https://images.ctfassets.net/rs6bgs1g8dbr/77cZgiyhWVAujeOJxxHLkt/cfe1fcd96128e52be8a5a681c69e4be4/11.png,Premier League,Right,32,"181CM / 5'11""FT",76KG / 168LBS,Medium,Medium,,,Fifa24,,,,
Nabil Fekir,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216594.png.adapt.50w.png,CAM,83,82,87,78,81,80,80,84,81,77,74,81,83,81,79,81,77,83,86,84,91,78,84,87,88,39,36,50,36,43,30,80,78,77,80,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/216594.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,Real Betis,https://images.ctfassets.net/rs6bgs1g8dbr/6V5wmSvYPmOewL1WX3BISs/0a931c89a0f72ad0d068d87149a0084d/449.png,LALIGA EA SPORTS,Left,31,"173CM / 5'8""FT",75KG / 165LBS,High,Medium,,,Fifa24,,,,
Enzo Fernández,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p247090.png.adapt.50w.png,CM,83,73,77,70,73,79,66,83,79,75,70,81,86,66,69,86,88,77,80,76,77,81,83,78,80,75,74,66,77,77,74,79,79,85,75,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/247090.png.adapt.265w.png,Argentina,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Chelsea,https://images.ctfassets.net/rs6bgs1g8dbr/35O3tttUOKlhM7jTGWLbIo/3bb0b1101ca12fb75b5abe817ed269f0/5.png,Premier League,Right,23,"178CM / 5'10""FT",76KG / 168LBS,High,High,,,Fifa24,,,,
Nacho Fernández,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p200724.png.adapt.50w.png,CB,83,75,69,79,37,37,32,54,28,38,45,69,53,70,37,84,67,55,71,65,76,81,79,64,75,82,83,79,83,83,81,80,84,80,79,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/200724.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Real Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,LALIGA EA SPORTS,Right,34,"180CM / 5'11""FT",76KG / 168LBS,Low,High,,,Fifa24,,,,
Rafa,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216547.png.adapt.50w.png,CF,83,93,94,93,77,83,79,77,77,68,59,77,83,78,56,77,76,81,86,90,89,84,85,86,81,50,58,49,52,47,39,54,62,84,40,47,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/216547.png.adapt.265w.png,Portugal,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,SL Benfica,https://images.ctfassets.net/rs6bgs1g8dbr/PLk7I5YqBX2O2VngWJUOz/915e5fe317e27cb4765db8ba8eaae5fd/234.png,Liga Portugal,Right,31,"172CM / 5'8""FT",66KG / 146LBS,High,Medium,,,Fifa24,,,,
Jorginho,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p205498.png.adapt.50w.png,CDM,83,53,63,45,67,69,65,71,61,68,89,84,84,75,76,89,88,75,81,72,72,82,87,79,84,74,80,56,71,80,70,73,66,86,66,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/205498.png.adapt.265w.png,Italy,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Arsenal,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,Premier League,Right,32,"178CM / 5'10""FT",68KG / 150LBS,Medium,Medium,,,Fifa24,,,,
Pau Torres,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241464.png.adapt.50w.png,CB,83,72,69,75,38,42,28,58,40,41,42,68,67,55,28,80,78,45,70,67,52,80,80,64,73,84,83,85,84,85,83,81,87,80,81,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/241464.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Aston Villa,https://images.ctfassets.net/rs6bgs1g8dbr/2afdYD6ZLChosw84IZhOhk/8e31fd894257e5b7f6397e3bbc01af9a/2.png,Premier League,Left,27,"191CM / 6'3""FT",80KG / 176LBS,Medium,High,,,Fifa24,,,,
